file,line,function,button_text,callback_data,classification,reason
handlers/withdrawal_approval.py,647,wda_adm_detail,❌ Cancel,wda:adm:cancel:{wid},KEEP_CANCEL,callback_data_is_abort_action:wda:adm:cancel:{wid}
handlers/withdrawal_approval.py,655,wda_adm_detail,❌ Cancel,wda:adm:cancel:{wid},KEEP_CANCEL,callback_data_is_abort_action:wda:adm:cancel:{wid}
handlers/withdrawal_approval.py,867,wda_adm_reject_start,❌ Cancel,wda:adm:detail:{wid},KEEP_CANCEL,terminal_context:withdraw
handlers/withdrawal_approval.py,930,wda_adm_note_start,❌ Cancel,wda:adm:detail:{wid},KEEP_CANCEL,terminal_context:withdraw
handlers/withdrawal_approval.py,1074,wda_adm_set_min_start,❌ Cancel,wda:adm:settings,KEEP_CANCEL,terminal_context:withdraw
handlers/withdrawal_approval.py,1088,wda_adm_set_max_start,❌ Cancel,wda:adm:settings,KEEP_CANCEL,terminal_context:withdraw
handlers/withdrawal_approval.py,1103,wda_adm_set_auto_max_start,❌ Cancel,wda:adm:settings,KEEP_CANCEL,terminal_context:withdraw
handlers/withdrawal_approval.py,1117,wda_adm_set_daily_start,❌ Cancel,wda:adm:settings,KEEP_CANCEL,terminal_context:withdraw
handlers/withdrawal_approval.py,1131,wda_adm_set_proc_time_start,❌ Cancel,wda:adm:settings,KEEP_CANCEL,terminal_context:withdraw
handlers/admin_delivery_format.py,105,admin_delivery_format_start_callback,❌ Cancel,delivery_fmt_cancel,KEEP_CANCEL,callback_data_is_abort_action:delivery_fmt_cancel
handlers/admin_conversations.py,58,create_product_start,❌ Cancel,cancel_product,KEEP_CANCEL,callback_data_is_abort_action:cancel_product
handlers/admin_conversations.py,76,product_name,❌ Cancel,cancel_product,KEEP_CANCEL,callback_data_is_abort_action:cancel_product
handlers/admin_conversations.py,90,product_desc,❌ Cancel,cancel_product,KEEP_CANCEL,callback_data_is_abort_action:cancel_product
handlers/admin_conversations.py,102,product_price,❌ Cancel,cancel_product,KEEP_CANCEL,callback_data_is_abort_action:cancel_product
handlers/admin_conversations.py,192,product_type,❌ Cancel,cancel_product,KEEP_CANCEL,callback_data_is_abort_action:cancel_product
handlers/admin_conversations.py,206,product_type,❌ Cancel,cancel_product,KEEP_CANCEL,callback_data_is_abort_action:cancel_product
handlers/admin_conversations.py,247,product_category,❌ Cancel,cancel_product,KEEP_CANCEL,callback_data_is_abort_action:cancel_product
handlers/admin_conversations.py,263,product_category,❌ Cancel,cancel_product,KEEP_CANCEL,callback_data_is_abort_action:cancel_product
handlers/admin_conversations.py,300,product_subcategory,❌ Cancel,cancel_product,KEEP_CANCEL,callback_data_is_abort_action:cancel_product
handlers/admin_conversations.py,323,_prompt_next_after_image,❌ Cancel,cancel_product,KEEP_CANCEL,callback_data_is_abort_action:cancel_product
handlers/admin_conversations.py,369,product_image,❌ Cancel,cancel_product,KEEP_CANCEL,callback_data_is_abort_action:cancel_product
handlers/admin_conversations.py,428,product_keys,❌ Cancel,cancel_product,KEEP_CANCEL,callback_data_is_abort_action:cancel_product
handlers/admin_conversations.py,819,create_subcategory_start,❌ Cancel,cancel_subcat,KEEP_CANCEL,callback_data_is_abort_action:cancel_subcat
handlers/admin_conversations.py,1011,edit_category_select,❌ Cancel,cancel_edit_cat,KEEP_CANCEL,callback_data_is_abort_action:cancel_edit_cat
handlers/admin_conversations.py,1097,edit_category_field,❌ Cancel,cancel_edit_cat,KEEP_CANCEL,callback_data_is_abort_action:cancel_edit_cat
handlers/admin_conversations.py,1267,edit_subcategory_select,❌ Cancel,cancel_edit_subcat,KEEP_CANCEL,callback_data_is_abort_action:cancel_edit_subcat
handlers/admin_conversations.py,1354,edit_subcategory_field,❌ Cancel,cancel_edit_subcat,KEEP_CANCEL,callback_data_is_abort_action:cancel_edit_subcat
handlers/admin_conversations.py,1378,edit_subcategory_field,❌ Cancel,cancel_edit_subcat,KEEP_CANCEL,callback_data_is_abort_action:cancel_edit_subcat
handlers/admin_conversations.py,1584,edit_select_product,❌ Cancel,cancel_edit,KEEP_CANCEL,callback_data_is_abort_action:cancel_edit
handlers/admin_conversations.py,1745,edit_select_field,❌ Cancel,cancel_edit,KEEP_CANCEL,callback_data_is_abort_action:cancel_edit
handlers/admin_conversations.py,1781,edit_select_field,❌ Cancel,cancel_edit,KEEP_CANCEL,callback_data_is_abort_action:cancel_edit
handlers/admin_conversations.py,1812,,❌ Cancel,cancel_edit,KEEP_CANCEL,callback_data_is_abort_action:cancel_edit
handlers/admin_conversations.py,1847,,❌ Cancel,cancel_edit,KEEP_CANCEL,callback_data_is_abort_action:cancel_edit
handlers/admin_conversations.py,1948,edit_new_value,❌ Cancel,cancel_edit,KEEP_CANCEL,callback_data_is_abort_action:cancel_edit
handlers/admin_bulk_products.py,202,bpim_import_start,❌ Cancel,bpim:import:cancel,KEEP_CANCEL,callback_data_is_abort_action:bpim:import:cancel
handlers/admin_bulk_products.py,486,bpim_bulk_confirm,❌ Cancel,bpim:bulk:cancel,KEEP_CANCEL,callback_data_is_abort_action:bpim:bulk:cancel
handlers/admin_bulk_products.py,494,bpim_bulk_confirm,❌ Cancel,bpim:bulk:cancel,KEEP_CANCEL,callback_data_is_abort_action:bpim:bulk:cancel
handlers/admin_scheduled_broadcast.py,546,asb_view,❌ Cancel Schedule,asb:cancel:{bid},KEEP_CANCEL,callback_data_is_abort_action:asb:cancel:{bid}
handlers/admin_scheduled_broadcast.py,555,asb_view,❌ Cancel,asb:cancel:{bid},KEEP_CANCEL,callback_data_is_abort_action:asb:cancel:{bid}
handlers/admin_deposit_settings.py,135,admin_deposit_edit_start,❌ Cancel,admin_deposit_view,KEEP_CANCEL,terminal_context:payment;deposit;topup
handlers/admin_bybit.py,376,_edit_start,❌ Cancel,admin_bybit_view,KEEP_CANCEL,terminal_context:payment
handlers/admin_handlers.py,479,admin_inv_add_start_callback,❌ Cancel,cancel_inv,KEEP_CANCEL,callback_data_is_abort_action:cancel_inv
handlers/admin_handlers.py,521,handle_inv_add_file,❌ Cancel,cancel_inv,KEEP_CANCEL,callback_data_is_abort_action:cancel_inv
handlers/admin_handlers.py,538,handle_inv_add_file,❌ Cancel,cancel_inv,KEEP_CANCEL,callback_data_is_abort_action:cancel_inv
handlers/admin_handlers.py,544,handle_inv_add_file,❌ Cancel,cancel_inv,KEEP_CANCEL,callback_data_is_abort_action:cancel_inv
handlers/admin_handlers.py,551,handle_inv_add_file,❌ Cancel,cancel_inv,KEEP_CANCEL,callback_data_is_abort_action:cancel_inv
handlers/admin_handlers.py,587,handle_inv_add_paste,❌ Cancel,cancel_inv,KEEP_CANCEL,callback_data_is_abort_action:cancel_inv
handlers/admin_handlers.py,1723,admin_order_detail_callback,❌ Cancel Order,cancel_order_{order.id},KEEP_CANCEL,callback_data_is_abort_action:cancel_order_{order.id}
handlers/admin_handlers.py,1922,admin_cancel_order_menu,❌ Cancel {label},cancel_payment_{txn.id},KEEP_CANCEL,callback_data_is_abort_action:cancel_payment_{txn.id}
handlers/admin_data_export.py,274,dec_filter_dates,❌ Cancel,dec:cancel_conv,KEEP_CANCEL,callback_data_is_abort_action:dec:cancel_conv
handlers/admin_data_export.py,360,dec_sched_init,❌ Cancel,dec:cancel_conv,KEEP_CANCEL,callback_data_is_abort_action:dec:cancel_conv
handlers/admin_stars.py,92,admin_stars_edit_rate_start,❌ Cancel,admin_stars_view,KEEP_CANCEL,terminal_context:payment;withdraw
handlers/admin_stars.py,128,admin_stars_edit_min_start,❌ Cancel,admin_stars_view,KEEP_CANCEL,terminal_context:payment
handlers/admin_stars.py,165,admin_stars_edit_max_start,❌ Cancel,admin_stars_view,KEEP_CANCEL,terminal_context:payment
handlers/referral_dashboard.py,352,rd_adm_set_commission_start,❌ Cancel,rd:admin,KEEP_CANCEL,terminal_context:withdraw
handlers/referral_dashboard.py,382,rd_adm_set_min_w_start,❌ Cancel,rd:admin,KEEP_CANCEL,terminal_context:withdraw
handlers/referral_dashboard.py,412,rd_adm_set_max_w_start,❌ Cancel,rd:admin,KEEP_CANCEL,terminal_context:withdraw
handlers/referral_dashboard.py,443,rd_adm_set_bonus_start,❌ Cancel,rd:admin,KEEP_CANCEL,terminal_context:withdraw
handlers/wallet_multicurrency_handlers.py,219,mcw_transfer_start,❌ Cancel,mcw:overview,KEEP_CANCEL,terminal_context:crypto
handlers/wallet_multicurrency_handlers.py,377,mcw_transfer_to,❌ Cancel,mcw:overview,KEEP_CANCEL,terminal_context:crypto
handlers/admin_bulk_users.py,184,bum_search_by,❌ Cancel,bum:search:cancel,KEEP_CANCEL,callback_data_is_abort_action:bum:search:cancel
handlers/admin_bulk_users.py,499,bum_broadcast_filter,❌ Cancel,bum:broadcast:cancel,KEEP_CANCEL,callback_data_is_abort_action:bum:broadcast:cancel
handlers/admin_bulk_users.py,584,bum_amount_filter,❌ Cancel,bum:broadcast:cancel,KEEP_CANCEL,callback_data_is_abort_action:bum:broadcast:cancel
handlers/admin_product_types.py,44,build_type_picker,❌ Cancel,cancel_product,KEEP_CANCEL,callback_data_is_abort_action:cancel_product
handlers/support_handlers.py,59,_build_category_keyboard,❌ Cancel,sc_cancel,KEEP_CANCEL,callback_data_is_abort_action:sc_cancel
handlers/support_handlers.py,262,new_ticket_start,❌ Cancel,sc_cancel,KEEP_CANCEL,callback_data_is_abort_action:sc_cancel
handlers/support_handlers.py,289,new_ticket_subject,❌ Cancel,sc_cancel,KEEP_CANCEL,callback_data_is_abort_action:sc_cancel
handlers/support_handlers.py,304,new_ticket_category,❌ Cancel,sc_cancel,KEEP_CANCEL,callback_data_is_abort_action:sc_cancel
handlers/support_handlers.py,411,reply_ticket_start,❌ Cancel,sc_cancel,KEEP_CANCEL,callback_data_is_abort_action:sc_cancel
handlers/support_handlers.py,625,admin_ticket_reply_start,❌ Cancel,adm_tk_view_{ticket_id},KEEP_CANCEL,terminal_context:ticket
handlers/support_handlers.py,720,admin_ticket_delete_callback,❌ Cancel,adm_tk_view_{ticket_id},KEEP_CANCEL,terminal_context:ticket
handlers/gift_purchase_handlers.py,89,gift_start,❌ Cancel,gp:cancel,KEEP_CANCEL,callback_data_is_abort_action:gp:cancel
handlers/gift_purchase_handlers.py,152,gift_recipient_input,❌ Cancel,gp:cancel,KEEP_CANCEL,callback_data_is_abort_action:gp:cancel
handlers/gift_purchase_handlers.py,220,_show_gift_confirmation,❌ Cancel,gp:cancel,KEEP_CANCEL,callback_data_is_abort_action:gp:cancel
handlers/admin_binance.py,346,_edit_start,❌ Cancel,admin_binance_view,KEEP_CANCEL,terminal_context:payment
handlers/admin_global_search.py,216,gse_new_search,❌ Cancel,gse:cancel_search,KEEP_CANCEL,callback_data_is_abort_action:gse:cancel_search
handlers/admin_global_search.py,805,gse_save_prompt,❌ Cancel,gse:cancel_save,KEEP_CANCEL,callback_data_is_abort_action:gse:cancel_save
handlers/admin_nowpayments.py,125,admin_nowpayments_edit_api_key_start,❌ Cancel,admin_nowpayments_view,KEEP_CANCEL,terminal_context:payment
handlers/admin_nowpayments.py,164,admin_nowpayments_edit_ipn_secret_start,❌ Cancel,admin_nowpayments_view,KEEP_CANCEL,terminal_context:payment
handlers/gift_card_handlers.py,57,redeem_start,❌ Cancel,gc:cancel,KEEP_CANCEL,callback_data_is_abort_action:gc:cancel
handlers/admin_broadcast_campaign_manager.py,305,bcm_campaign_view,❌ Cancel,bcm:campaign:cancel:{c.id},KEEP_CANCEL,callback_data_is_abort_action:bcm:campaign:cancel:{c.id}
handlers/admin_broadcast_campaign_manager.py,310,bcm_campaign_view,❌ Cancel,bcm:campaign:cancel:{c.id},KEEP_CANCEL,callback_data_is_abort_action:bcm:campaign:cancel:{c.id}
handlers/admin_broadcast_campaign_manager.py,315,bcm_campaign_view,❌ Cancel,bcm:campaign:cancel:{c.id},KEEP_CANCEL,callback_data_is_abort_action:bcm:campaign:cancel:{c.id}
handlers/admin_broadcast_campaign_manager.py,560,bcm_campaign_new_start,❌ Cancel,bcm:cancel,KEEP_CANCEL,callback_data_is_abort_action:bcm:cancel
handlers/admin_broadcast_campaign_manager.py,578,bcm_campaign_recv_name,❌ Cancel,bcm:cancel,KEEP_CANCEL,callback_data_is_abort_action:bcm:cancel
handlers/admin_broadcast_campaign_manager.py,600,bcm_campaign_recv_type,❌ Cancel,bcm:cancel,KEEP_CANCEL,callback_data_is_abort_action:bcm:cancel
handlers/admin_broadcast_campaign_manager.py,619,bcm_campaign_recv_msg,❌ Cancel,bcm:cancel,KEEP_CANCEL,callback_data_is_abort_action:bcm:cancel
handlers/admin_broadcast_campaign_manager.py,642,bcm_campaign_ab_choice,❌ Cancel,bcm:cancel,KEEP_CANCEL,callback_data_is_abort_action:bcm:cancel
handlers/admin_broadcast_campaign_manager.py,938,bcm_template_use,❌ Cancel,bcm:cancel,KEEP_CANCEL,callback_data_is_abort_action:bcm:cancel
handlers/admin_broadcast_campaign_manager.py,967,bcm_template_new_start,❌ Cancel,bcm:cancel,KEEP_CANCEL,callback_data_is_abort_action:bcm:cancel
handlers/admin_broadcast_campaign_manager.py,987,bcm_template_recv_name,❌ Cancel,bcm:cancel,KEEP_CANCEL,callback_data_is_abort_action:bcm:cancel
handlers/admin_broadcast_campaign_manager.py,1029,bcm_template_search_start,❌ Cancel,bcm:cancel,KEEP_CANCEL,callback_data_is_abort_action:bcm:cancel
handlers/admin_broadcast_campaign_manager.py,1195,bcm_rule_new_start,❌ Cancel,bcm:cancel,KEEP_CANCEL,callback_data_is_abort_action:bcm:cancel
handlers/admin_broadcast_campaign_manager.py,1211,bcm_rule_recv_name,❌ Cancel,bcm:cancel,KEEP_CANCEL,callback_data_is_abort_action:bcm:cancel
handlers/admin_broadcast_campaign_manager.py,1234,bcm_rule_recv_trigger,❌ Cancel,bcm:cancel,KEEP_CANCEL,callback_data_is_abort_action:bcm:cancel
handlers/review_handlers.py,119,review_start,❌ Cancel,review_cancel,KEEP_CANCEL,callback_data_is_abort_action:review_cancel
handlers/review_handlers.py,139,review_rating_pick,❌ Cancel,review_cancel,KEEP_CANCEL,callback_data_is_abort_action:review_cancel
handlers/review_handlers.py,343,review_edit_start,❌ Cancel,review_edit_cancel,KEEP_CANCEL,callback_data_is_abort_action:review_edit_cancel
handlers/review_handlers.py,366,review_edit_rating_pick,❌ Cancel,review_edit_cancel,KEEP_CANCEL,callback_data_is_abort_action:review_edit_cancel
handlers/admin_gift_cards.py,327,create_start,❌ Cancel,agc:cancel_create,KEEP_CANCEL,callback_data_is_abort_action:agc:cancel_create
handlers/admin_multicurrency_wallet.py,499,amcw_adj_start,❌ Cancel,amcw:menu,KEEP_CANCEL,terminal_context:payment
handlers/admin_notification_center.py,384,anc_del_all_confirm,❌ Cancel,anc:menu,KEEP_CANCEL,terminal_context:payment;withdraw
handlers/feature_handlers.py,758,quick_buy_execute,❌ Cancel,main_menu,KEEP_CANCEL,terminal_context:payment
handlers/admin_order_search.py,101,aos_menu,❌ Cancel,aos:cancel,KEEP_CANCEL,callback_data_is_abort_action:aos:cancel
handlers/admin_order_search.py,602,_build_detail_keyboard,❌ Cancel Order,cancel_order_{oid},KEEP_CANCEL,callback_data_is_abort_action:cancel_order_{oid}
handlers/admin_order_search.py,800,aos_handle_query,❌ Cancel,aos:cancel,KEEP_CANCEL,callback_data_is_abort_action:aos:cancel
handlers/admin_cryptomus.py,126,admin_cryptomus_edit_merchant_uuid_start,❌ Cancel,admin_cryptomus_view,KEEP_CANCEL,terminal_context:payment;crypto
handlers/admin_cryptomus.py,164,admin_cryptomus_edit_api_key_start,❌ Cancel,admin_cryptomus_view,KEEP_CANCEL,terminal_context:payment;crypto
handlers/coupon_handlers.py,119,apply_coupon_start,❌ Cancel,cancel_purchase,KEEP_CANCEL,callback_data_is_abort_action:cancel_purchase
handlers/coupon_handlers.py,144,apply_coupon_input,❌ Cancel,cancel_purchase,KEEP_CANCEL,callback_data_is_abort_action:cancel_purchase
handlers/admin_payment_methods.py,201,admin_pm_delete_all_confirm,❌ Cancel,admin_payment_methods,KEEP_CANCEL,terminal_context:payment
handlers/admin_payment_methods.py,240,admin_pm_add_start,❌ Cancel,admin_payment_methods,KEEP_CANCEL,terminal_context:payment
handlers/admin_payment_methods.py,530,admin_gw_disable_all_confirm,❌ Cancel,admin_gateways,KEEP_CANCEL,terminal_context:payment;gateway
utils/keyboards.py,511,create_quantity_keyboard,❌ Cancel,cancel_purchase,KEEP_CANCEL,callback_data_is_abort_action:cancel_purchase
utils/keyboards.py,519,create_cancel_keyboard,❌ Cancel,cancel,KEEP_CANCEL,callback_data_is_abort_action:cancel
