file,line,function,button_text,callback_data,classification,matched_keywords
handlers/withdrawal_approval.py,239,wda_method_select,"InlineKeyboardMarkup([[InlineKeyboardButton(""❌ Cancel"", callback_data=""refer"")]]",refer,KEEP_CANCEL,pay ;withdraw
handlers/withdrawal_approval.py,266,wda_address_input,"InlineKeyboardButton(""❌ Cancel"", callback_data=""refer"")",refer,KEEP_CANCEL,withdraw
handlers/withdrawal_approval.py,570,wda_adm_list,"InlineKeyboardButton(""❌"", callback_data=""wda:adm:list:rejected""),",wda:adm:list:rejected,KEEP_CANCEL,payment;pending
handlers/withdrawal_approval.py,646,wda_adm_detail,"InlineKeyboardButton(""❌ Reject"", callback_data=f""wda:adm:reject:{wid}""),",,KEEP_CANCEL,pending
handlers/withdrawal_approval.py,647,wda_adm_detail,"InlineKeyboardButton(""❌ Cancel"", callback_data=f""wda:adm:cancel:{wid}""),",,KEEP_CANCEL,pending
handlers/withdrawal_approval.py,652,wda_adm_detail,"InlineKeyboardButton(""❌ Reject"", callback_data=f""wda:adm:reject:{wid}""),",,KEEP_CANCEL,pending
handlers/withdrawal_approval.py,655,wda_adm_detail,"InlineKeyboardButton(""❌ Cancel"", callback_data=f""wda:adm:cancel:{wid}""),",,KEEP_CANCEL,pending
handlers/withdrawal_approval.py,663,wda_adm_detail,"InlineKeyboardButton(""❌ Reject"", callback_data=f""wda:adm:reject:{wid}""),",,CONVERT_TO_BACK,
handlers/withdrawal_approval.py,668,wda_adm_detail,"InlineKeyboardButton(""❌ Reject"", callback_data=f""wda:adm:reject:{wid}""),",,CONVERT_TO_BACK,
handlers/withdrawal_approval.py,867,wda_adm_reject_start,"InlineKeyboardButton(""❌ Cancel"", callback_data=f""wda:adm:detail:{wid}"")",,KEEP_CANCEL,withdraw
handlers/withdrawal_approval.py,930,wda_adm_note_start,"InlineKeyboardButton(""❌ Cancel"", callback_data=f""wda:adm:detail:{wid}"")",,KEEP_CANCEL,withdraw
handlers/withdrawal_approval.py,1074,wda_adm_set_min_start,"InlineKeyboardMarkup([[InlineKeyboardButton(""❌ Cancel"", callback_data=""wda:adm:s",wda:adm:settings,KEEP_CANCEL,withdraw
handlers/withdrawal_approval.py,1088,wda_adm_set_max_start,"InlineKeyboardMarkup([[InlineKeyboardButton(""❌ Cancel"", callback_data=""wda:adm:s",wda:adm:settings,KEEP_CANCEL,withdraw
handlers/withdrawal_approval.py,1103,wda_adm_set_auto_max_start,"InlineKeyboardMarkup([[InlineKeyboardButton(""❌ Cancel"", callback_data=""wda:adm:s",wda:adm:settings,KEEP_CANCEL,withdraw
handlers/withdrawal_approval.py,1117,wda_adm_set_daily_start,"InlineKeyboardMarkup([[InlineKeyboardButton(""❌ Cancel"", callback_data=""wda:adm:s",wda:adm:settings,KEEP_CANCEL,withdraw
handlers/withdrawal_approval.py,1131,wda_adm_set_proc_time_start,"InlineKeyboardMarkup([[InlineKeyboardButton(""❌ Cancel"", callback_data=""wda:adm:s",wda:adm:settings,KEEP_CANCEL,withdraw
handlers/admin_delivery_format.py,105,admin_delivery_format_start_callback,"keyboard = [[InlineKeyboardButton(""❌ Cancel"", callback_data=""delivery_fmt_cancel",delivery_fmt_cancel,CONVERT_TO_BACK,
handlers/admin_conversations.py,58,create_product_start,"keyboard = [[InlineKeyboardButton(""❌ Cancel"", callback_data=""cancel_product"")]]",cancel_product,CONVERT_TO_BACK,
handlers/admin_conversations.py,76,product_name,"keyboard = [[InlineKeyboardButton(""❌ Cancel"", callback_data=""cancel_product"")]]",cancel_product,CONVERT_TO_BACK,
handlers/admin_conversations.py,90,product_desc,"keyboard = [[InlineKeyboardButton(""❌ Cancel"", callback_data=""cancel_product"")]]",cancel_product,CONVERT_TO_BACK,
handlers/admin_conversations.py,102,product_price,"cancel_keyboard = [[InlineKeyboardButton(""❌ Cancel"", callback_data=""cancel_produ",cancel_product,CONVERT_TO_BACK,
handlers/admin_conversations.py,192,product_type,"cancel_keyboard = [[InlineKeyboardButton(""❌ Cancel"", callback_data=""cancel_produ",cancel_product,CONVERT_TO_BACK,
handlers/admin_conversations.py,206,product_type,"keyboard.append([InlineKeyboardButton(""❌ Cancel"", callback_data=""cancel_product""",cancel_product,CONVERT_TO_BACK,
handlers/admin_conversations.py,247,product_category,"keyboard.append([InlineKeyboardButton(""❌ Cancel"", callback_data=""cancel_product""",cancel_product,CONVERT_TO_BACK,
handlers/admin_conversations.py,263,product_category,"cancel_keyboard = [[InlineKeyboardButton(""❌ Cancel"", callback_data=""cancel_produ",cancel_product,CONVERT_TO_BACK,
handlers/admin_conversations.py,300,product_subcategory,"cancel_keyboard = [[InlineKeyboardButton(""❌ Cancel"", callback_data=""cancel_produ",cancel_product,CONVERT_TO_BACK,
handlers/admin_conversations.py,323,_prompt_next_after_image,"cancel_keyboard = [[InlineKeyboardButton(""❌ Cancel"", callback_data=""cancel_produ",cancel_product,CONVERT_TO_BACK,
handlers/admin_conversations.py,369,product_image,"cancel_keyboard = [[InlineKeyboardButton(""❌ Cancel"", callback_data=""cancel_produ",cancel_product,CONVERT_TO_BACK,
handlers/admin_conversations.py,428,product_keys,"cancel_keyboard = [[InlineKeyboardButton(""❌ Cancel"", callback_data=""cancel_produ",cancel_product,CONVERT_TO_BACK,
handlers/admin_conversations.py,819,create_subcategory_start,"keyboard.append([InlineKeyboardButton(""❌ Cancel"", callback_data=""cancel_subcat"")",cancel_subcat,CONVERT_TO_BACK,
handlers/admin_conversations.py,1011,edit_category_select,"[InlineKeyboardButton(""❌ Cancel"", callback_data=""cancel_edit_cat"")]",cancel_edit_cat,CONVERT_TO_BACK,
handlers/admin_conversations.py,1097,edit_category_field,"cancel_keyboard = [[InlineKeyboardButton(""❌ Cancel"", callback_data=""cancel_edit_",cancel_edit_cat,CONVERT_TO_BACK,
handlers/admin_conversations.py,1267,edit_subcategory_select,"[InlineKeyboardButton(""❌ Cancel"", callback_data=""cancel_edit_subcat"")]",cancel_edit_subcat,CONVERT_TO_BACK,
handlers/admin_conversations.py,1354,edit_subcategory_field,"keyboard.append([InlineKeyboardButton(""❌ Cancel"", callback_data=""cancel_edit_sub",cancel_edit_subcat,CONVERT_TO_BACK,
handlers/admin_conversations.py,1378,edit_subcategory_field,"cancel_keyboard = [[InlineKeyboardButton(""❌ Cancel"", callback_data=""cancel_edit_",cancel_edit_subcat,CONVERT_TO_BACK,
handlers/admin_conversations.py,1581,edit_select_product,"[InlineKeyboardButton(""❌ Deactivate"", callback_data=""edit_deactivate"")],",edit_deactivate,CONVERT_TO_BACK,
handlers/admin_conversations.py,1584,edit_select_product,"[InlineKeyboardButton(""❌ Cancel"", callback_data=""cancel_edit"")]",cancel_edit,CONVERT_TO_BACK,
handlers/admin_conversations.py,1745,edit_select_field,"[InlineKeyboardButton(""❌ Cancel"", callback_data=""cancel_edit"")]",cancel_edit,CONVERT_TO_BACK,
handlers/admin_conversations.py,1781,edit_select_field,"keyboard.append([InlineKeyboardButton(""❌ Cancel"", callback_data=""cancel_edit"")])",cancel_edit,CONVERT_TO_BACK,
handlers/admin_conversations.py,1812,,"keyboard.append([InlineKeyboardButton(""❌ Cancel"", callback_data=""cancel_edit"")])",cancel_edit,CONVERT_TO_BACK,
handlers/admin_conversations.py,1847,,"cancel_keyboard = [[InlineKeyboardButton(""❌ Cancel"", callback_data=""cancel_edit""",cancel_edit,CONVERT_TO_BACK,
handlers/admin_conversations.py,1948,edit_new_value,"cancel_keyboard = [[InlineKeyboardButton(""❌ Cancel"", callback_data=""cancel_edit""",cancel_edit,CONVERT_TO_BACK,
handlers/admin_bulk_products.py,202,bpim_import_start,"kb = InlineKeyboardMarkup([[InlineKeyboardButton(""❌ Cancel"", callback_data=""bpim",bpim:import:cancel,CONVERT_TO_BACK,
handlers/admin_bulk_products.py,486,bpim_bulk_confirm,"InlineKeyboardMarkup([[InlineKeyboardButton(""❌ Cancel"", callback_data=""bpim:bulk",bpim:bulk:cancel,CONVERT_TO_BACK,
handlers/admin_bulk_products.py,494,bpim_bulk_confirm,"InlineKeyboardMarkup([[InlineKeyboardButton(""❌ Cancel"", callback_data=""bpim:bulk",bpim:bulk:cancel,CONVERT_TO_BACK,
handlers/admin_bulk_products.py,535,bpim_bulk_confirm,"InlineKeyboardButton(""❌ Cancel"",       callback_data=""bpim:menu"")],",bpim:menu,CONVERT_TO_BACK,
handlers/admin_scheduled_broadcast.py,546,asb_view,"kb.append([InlineKeyboardButton(""❌ Cancel Schedule"", callback_data=f""asb:cancel:",,CONVERT_TO_BACK,
handlers/admin_scheduled_broadcast.py,555,asb_view,"InlineKeyboardButton(""❌ Cancel"", callback_data=f""asb:cancel:{bid}""),",,CONVERT_TO_BACK,
handlers/admin_scheduled_broadcast.py,603,asb_receive_title,"rows.append([InlineKeyboardButton(""❌ Cancel"", callback_data=""asb:menu"")])",asb:menu,CONVERT_TO_BACK,
handlers/admin_scheduled_broadcast.py,771,_target_kb,"rows.append([InlineKeyboardButton(""❌ Cancel"", callback_data=""asb:menu"")])",asb:menu,CONVERT_TO_BACK,
handlers/admin_scheduled_broadcast.py,843,_schedule_kb,"[InlineKeyboardButton(""❌ Cancel"",                callback_data=""asb:menu"")],",asb:menu,CONVERT_TO_BACK,
handlers/admin_scheduled_broadcast.py,905,asb_receive_schedule_text,"InlineKeyboardButton(""❌ Cancel"", callback_data=""asb:menu"")],",asb:menu,CONVERT_TO_BACK,
handlers/admin_scheduled_broadcast.py,958,_show_confirm_cb,"InlineKeyboardButton(""❌ Cancel"", callback_data=""asb:menu"")],",asb:menu,CONVERT_TO_BACK,
handlers/admin_scheduled_broadcast.py,1291,asb_delete_ask,"InlineKeyboardButton(""❌ Cancel"", callback_data=f""asb:view:{bid}"")],",,CONVERT_TO_BACK,
handlers/admin_scheduled_broadcast.py,1563,asb_stats,"f""  🔴 Failed: {failed}  |  ❌ Cancelled: {cancelled}\n\n""",,KEEP_CANCEL,pending
handlers/admin_scheduled_broadcast.py,1881,asb_receive_custom_interval,"InlineKeyboardButton(""❌ Cancel"",         callback_data=""asb:menu"")],",asb:menu,CONVERT_TO_BACK,
handlers/admin_scheduled_broadcast.py,2346,asb_cancel_conv,"await _safe_edit(update.callback_query, ""❌ Cancelled."", _back_kb(""asb:menu""))",,CONVERT_TO_BACK,
handlers/admin_activity_feed.py,258,af_private_channel_receive,"await update.message.reply_text(""❌ Cancelled."")",,CONVERT_TO_BACK,
handlers/admin_activity_feed.py,295,af_private_extras_receive,"await update.message.reply_text(""❌ Cancelled."")",,CONVERT_TO_BACK,
handlers/admin_activity_feed.py,374,af_public_channel_receive,"await update.message.reply_text(""❌ Cancelled."")",,CONVERT_TO_BACK,
handlers/admin_activity_feed.py,408,af_public_extras_receive,"await update.message.reply_text(""❌ Cancelled."")",,CONVERT_TO_BACK,
handlers/admin_activity_feed.py,420,af_conv_cancel,"await msg.reply_text(""❌ Cancelled."")",,CONVERT_TO_BACK,
handlers/admin_vip_manager.py,350,vip_tier_del_ask,"InlineKeyboardButton(""❌ Cancel"", callback_data=f""vip:tier:{tier_id}"")],",,CONVERT_TO_BACK,
handlers/admin_vip_manager.py,719,vip_reward_del_ask,"InlineKeyboardButton(""❌ Cancel"", callback_data=f""vip:reward:{rid}"")],",,CONVERT_TO_BACK,
handlers/admin_vip_manager.py,980,vip_pts_rst,"InlineKeyboardButton(""❌ Cancel"", callback_data=f""vip:user:{user_db_id}"")],",,CONVERT_TO_BACK,
handlers/admin_vip_manager.py,1093,vip_pts_cancel,"await update.message.reply_text(""❌ Cancelled."")",,CONVERT_TO_BACK,
handlers/admin_announcements.py,495,ann_delete,"[InlineKeyboardButton(""❌ Cancel"", callback_data=f""ann:view:{ann_id}"")],",,CONVERT_TO_BACK,
handlers/admin_announcements.py,619,ann_create_start,"InlineKeyboardButton(""❌ Cancel"", callback_data=""ann:menu"")",ann:menu,CONVERT_TO_BACK,
handlers/admin_announcements.py,644,ann_title_received,"InlineKeyboardButton(""❌ Cancel"", callback_data=""ann:menu"")",ann:menu,CONVERT_TO_BACK,
handlers/admin_announcements.py,710,ann_create_cancel,"await _safe_edit(q, ""❌ Cancelled."",",ann:menu,CONVERT_TO_BACK,
handlers/reservation_handlers.py,172,_handle_view,"""❌ Cancel Reservation"",",,CONVERT_TO_BACK,
handlers/admin_refund.py,92,aref_menu,"[InlineKeyboardButton(""❌ Rejected"", callback_data=""aref:list:rejected:0""),",aref:list:rejected:0,KEEP_CANCEL,pending
handlers/admin_refund.py,216,aref_view,"InlineKeyboardButton(""❌ Reject"", callback_data=f""aref:reject_ask:{rid}""),",,KEEP_CANCEL,pending
handlers/admin_refund.py,495,aref_cancel_conv,"await _safe_edit(update.callback_query, ""❌ Cancelled."", _back_kb(""aref:menu""))",,KEEP_CANCEL,pending
handlers/menu_actions.py,1380,mm_amgr_reset,"InlineKeyboardButton(""❌ Cancel"",     callback_data=f""mm:amgr:{menu_id}""),",,CONVERT_TO_BACK,
handlers/menu_actions.py,1493,mm_amgr_delconfirm,"InlineKeyboardButton(""❌ Cancel"",      callback_data=f""mm:amgr:{menu_id}:item:{ke",,CONVERT_TO_BACK,
handlers/menu_actions.py,1552,mm_amgr_deletemenu,"InlineKeyboardButton(""❌ Cancel"", callback_data=f""mm:amgr:{menu_id}""),",,CONVERT_TO_BACK,
handlers/admin_deposit_settings.py,34,_deposit_keyboard,"disable_btn = InlineKeyboardButton(""❌ Disable"",       callback_data=""admin_depos",admin_deposit_disable,KEEP_CANCEL,deposit
handlers/admin_deposit_settings.py,135,admin_deposit_edit_start,"[InlineKeyboardButton(""❌ Cancel"", callback_data=""admin_deposit_view"")]",admin_deposit_view,KEEP_CANCEL,payment;deposit;topup
handlers/admin_deposit_settings.py,196,admin_deposit_cancel_cmd,"""❌ Cancelled."",",admin_deposit_view,KEEP_CANCEL,deposit
handlers/admin_bybit.py,376,_edit_start,"reply_markup=InlineKeyboardMarkup([[InlineKeyboardButton(""❌ Cancel"", callback_da",admin_bybit_view,KEEP_CANCEL,payment
handlers/admin_order_timeline.py,75,,"""CANCELLED"":        ""❌ Cancelled"",",,KEEP_CANCEL,payment;pending
handlers/admin_file_license_manager.py,599,flm_keys_del_bulk_menu,"[InlineKeyboardButton(""❌ Cancel"", callback_data=""flm:keys:menu"")],",flm:keys:menu,CONVERT_TO_BACK,
handlers/admin_file_license_manager.py,622,flm_keys_del_bulk_confirm,"[InlineKeyboardButton(""❌ Cancel"",         callback_data=""flm:keys:menu"")],",flm:keys:menu,CONVERT_TO_BACK,
handlers/admin_file_license_manager.py,704,flm_keys_import_prompt,"btns.append([InlineKeyboardButton(""❌ Cancel"", callback_data=""flm:keys:menu"")])",flm:keys:menu,CONVERT_TO_BACK,
handlers/admin_handlers.py,479,admin_inv_add_start_callback,"keyboard = [[InlineKeyboardButton(""❌ Cancel"", callback_data=""cancel_inv"")]]",cancel_inv,CONVERT_TO_BACK,
handlers/admin_handlers.py,521,handle_inv_add_file,"reply_markup=InlineKeyboardMarkup([[InlineKeyboardButton(""❌ Cancel"", callback_da",cancel_inv,CONVERT_TO_BACK,
handlers/admin_handlers.py,538,handle_inv_add_file,"reply_markup=InlineKeyboardMarkup([[InlineKeyboardButton(""❌ Cancel"", callback_da",cancel_inv,CONVERT_TO_BACK,
handlers/admin_handlers.py,544,handle_inv_add_file,"reply_markup=InlineKeyboardMarkup([[InlineKeyboardButton(""❌ Cancel"", callback_da",cancel_inv,CONVERT_TO_BACK,
handlers/admin_handlers.py,551,handle_inv_add_file,"reply_markup=InlineKeyboardMarkup([[InlineKeyboardButton(""❌ Cancel"", callback_da",cancel_inv,CONVERT_TO_BACK,
handlers/admin_handlers.py,587,handle_inv_add_paste,"reply_markup=InlineKeyboardMarkup([[InlineKeyboardButton(""❌ Cancel"", callback_da",cancel_inv,CONVERT_TO_BACK,
handlers/admin_handlers.py,1723,admin_order_detail_callback,"keyboard.append([InlineKeyboardButton(""❌ Cancel Order"", callback_data=f""cancel_o",,CONVERT_TO_BACK,
handlers/admin_handlers.py,1922,admin_cancel_order_menu,"InlineKeyboardButton(f""❌ Cancel {label}"", callback_data=f""cancel_payment_{txn.id",,KEEP_CANCEL,payment;pending
handlers/admin_handlers.py,1933,admin_cancel_order_menu,"f""❌ Cancel / Delete Payments ({len(transactions)} pending)\n\n""",,KEEP_CANCEL,payment;pending
handlers/admin_delivery_manager.py,178,dms_menu,"InlineKeyboardButton(""❌ Failed"",    callback_data=""dms:list:failed:0""),",dms:list:failed:0,KEEP_CANCEL,pending
handlers/admin_notification_settings.py,326,nsm_channel_set_receive,"await update.message.reply_text(""❌ Cancelled."")",,CONVERT_TO_BACK,
handlers/admin_notification_settings.py,394,nsm_conv_cancel,"await msg.reply_text(""❌ Cancelled."")",,CONVERT_TO_BACK,
handlers/admin_anti_spam.py,483,aasm_addword_cancel,"await update.message.reply_text(""❌ Cancelled."")",,CONVERT_TO_BACK,
handlers/admin_recommendations.py,258,arec_conv_cancel,"await update.message.reply_text(""❌ Cancelled."")",,CONVERT_TO_BACK,
handlers/admin_data_export.py,274,dec_filter_dates,"InlineKeyboardMarkup([[InlineKeyboardButton(""❌ Cancel"",",dec:cancel_conv,KEEP_CANCEL,pending
handlers/admin_data_export.py,360,dec_sched_init,"InlineKeyboardMarkup([[InlineKeyboardButton(""❌ Cancel"",",dec:cancel_conv,CONVERT_TO_BACK,
handlers/admin_advanced_coupons.py,230,acpn_delete_ask,"InlineKeyboardButton(""❌ Cancel"", callback_data=f""acpn:view:{cid}"")],",,CONVERT_TO_BACK,
handlers/admin_advanced_coupons.py,565,acpn_cancel_conv,"await _safe_edit(update.callback_query, ""❌ Cancelled."", _back_kb(""acpn:menu""))",,CONVERT_TO_BACK,
handlers/admin_stars.py,92,admin_stars_edit_rate_start,"[[InlineKeyboardButton(""❌ Cancel"", callback_data=""admin_stars_view"")]]",admin_stars_view,KEEP_CANCEL,payment;withdraw
handlers/admin_stars.py,128,admin_stars_edit_min_start,"[[InlineKeyboardButton(""❌ Cancel"", callback_data=""admin_stars_view"")]]",admin_stars_view,KEEP_CANCEL,payment
handlers/admin_stars.py,165,admin_stars_edit_max_start,"[[InlineKeyboardButton(""❌ Cancel"", callback_data=""admin_stars_view"")]]",admin_stars_view,KEEP_CANCEL,payment
handlers/admin_customer_crm.py,476,crm_note_del_confirm,"InlineKeyboardButton(""❌ Cancel"",",,CONVERT_TO_BACK,
handlers/admin_customer_crm.py,1173,_crm_cancel,"await update.message.reply_text(""❌ Cancelled."")",,CONVERT_TO_BACK,
handlers/admin_product_templates.py,458,apt_receive_name,"rows.append([IKB(""❌ Cancel"", callback_data=""apt:menu"")])",apt:menu,CONVERT_TO_BACK,
handlers/admin_product_templates.py,923,apt_delete_ask,"IKB(""❌ Cancel"",      callback_data=f""apt:view:{tpl_id}"")],",,CONVERT_TO_BACK,
handlers/referral_dashboard.py,352,rd_adm_set_commission_start,"InlineKeyboardButton(""❌ Cancel"", callback_data=""rd:admin"")",rd:admin,KEEP_CANCEL,withdraw
handlers/referral_dashboard.py,382,rd_adm_set_min_w_start,"InlineKeyboardButton(""❌ Cancel"", callback_data=""rd:admin"")",rd:admin,KEEP_CANCEL,withdraw
handlers/referral_dashboard.py,412,rd_adm_set_max_w_start,"InlineKeyboardButton(""❌ Cancel"", callback_data=""rd:admin"")",rd:admin,KEEP_CANCEL,withdraw
handlers/referral_dashboard.py,443,rd_adm_set_bonus_start,"InlineKeyboardButton(""❌ Cancel"", callback_data=""rd:admin"")",rd:admin,KEEP_CANCEL,withdraw
handlers/referral_dashboard.py,474,rd_adm_set_fpb_start,"InlineKeyboardButton(""❌ Cancel"", callback_data=""rd:admin"")",rd:admin,CONVERT_TO_BACK,
handlers/wallet_multicurrency_handlers.py,219,mcw_transfer_start,"kb_rows.append([InlineKeyboardButton(""❌ Cancel"", callback_data=""mcw:overview"")])",mcw:overview,KEEP_CANCEL,crypto
handlers/wallet_multicurrency_handlers.py,321,mcw_transfer_amount,"kb_rows.append([InlineKeyboardButton(""❌ Cancel"", callback_data=""mcw:overview"")])",mcw:overview,CONVERT_TO_BACK,
handlers/wallet_multicurrency_handlers.py,377,mcw_transfer_to,"InlineKeyboardButton(""❌ Cancel"",  callback_data=""mcw:overview"")],",mcw:overview,KEEP_CANCEL,crypto
handlers/admin_broadcast_types.py,1138,abt_cancel,"""❌ Cancelled."",",abt:menu,CONVERT_TO_BACK,
handlers/admin_user_profile.py,1193,up_bal_receive,"kb = InlineKeyboardMarkup([[InlineKeyboardButton(""❌ Cancel"", callback_data=f""up:",,CONVERT_TO_BACK,
handlers/admin_user_profile.py,1219,up_bal_receive,"InlineKeyboardButton(""❌ Cancel"", callback_data=f""up:view:{uid}""),",,CONVERT_TO_BACK,
handlers/admin_user_profile.py,1408,up_ban_screen,"InlineKeyboardButton(""❌ Cancel"",         callback_data=f""up:view:{uid}""),",,CONVERT_TO_BACK,
handlers/admin_user_profile.py,1485,up_unban_screen,"InlineKeyboardButton(""❌ Cancel"",         callback_data=f""up:view:{uid}""),",,CONVERT_TO_BACK,
handlers/admin_user_profile.py,1565,up_delete_screen,"[InlineKeyboardButton(""❌ Cancel"",          callback_data=f""up:view:{uid}"")],",,CONVERT_TO_BACK,
handlers/admin_bulk_users.py,184,bum_search_by,"InlineKeyboardMarkup([[InlineKeyboardButton(""❌ Cancel"", callback_data=""bum:searc",bum:search:cancel,CONVERT_TO_BACK,
handlers/admin_bulk_users.py,330,bum_bulk_action,"InlineKeyboardButton(""❌ Cancel"", callback_data=""bum:menu"")],",bum:menu,CONVERT_TO_BACK,
handlers/admin_bulk_users.py,499,bum_broadcast_filter,"InlineKeyboardMarkup([[InlineKeyboardButton(""❌ Cancel"", callback_data=""bum:broad",bum:broadcast:cancel,CONVERT_TO_BACK,
handlers/admin_bulk_users.py,584,bum_amount_filter,"InlineKeyboardMarkup([[InlineKeyboardButton(""❌ Cancel"", callback_data=""bum:broad",bum:broadcast:cancel,CONVERT_TO_BACK,
handlers/admin_users.py,533,balance_amount_receive,"InlineKeyboardButton(""❌ No, Cancel"",",,CONVERT_TO_BACK,
handlers/admin_users.py,748,ban_screen,"InlineKeyboardButton(""❌ No, Cancel"", callback_data=f""usr:det:{user_id}""),",,CONVERT_TO_BACK,
handlers/admin_users.py,836,unban_screen,"InlineKeyboardButton(""❌ No, Cancel"",   callback_data=f""usr:det:{user_id}""),",,CONVERT_TO_BACK,
handlers/admin_product_types.py,44,build_type_picker,"rows.append([InlineKeyboardButton(""❌ Cancel"", callback_data=""cancel_product"")])",cancel_product,CONVERT_TO_BACK,
handlers/admin_zinipay.py,291,_start_edit,"[InlineKeyboardButton(""❌ Cancel"", callback_data=""admin_zinipay_view"")]",admin_zinipay_view,CONVERT_TO_BACK,
